OC(=O)c1ccc(c(c1)C(O)=O)[N+]([O-])=O COc1ccc(cc1)C(O)=O
CCN1C(=O)C(=N/Nc2ccc(Cl)cc2[N+]([O-])=O)/C(=C(C#N)C1=O)C CN1C(=O)C(=N/Nc2ccc(Cl)c(Cl)c2)/C(=C(C#N)C1=O)C
CC(=O)OC1=CC2=C(NC(=O)C2)C=C1 Clc1ccc2CC(=O)Nc2c1
Fc1cccc2CC(=O)Nc12 ClCCc1cc2CC(=O)Nc2cc1Cl
NC1CC1 C=COC1CC1
CCOC1CC1 CCOC(=O)C1C(C=C(C)C)C1(C)C
CC1CC1(C(O)=O)C(O)=O CC\C=C(/C)C(OC(=O)C1C(C=C(C)C)C1(C)C)C#C
Oc1ccc2CCCc2c1 C1Cc2ccccc2C1
COc1cc(N[S](=O)(=O)c2ccccc2)c3C(=O)c4ccccc4C(=O)c3c1N COc1cc(N[S](=O)(=O)c2ccc(C)cc2)c3C(=O)c4ccccc4C(=O)c3c1N
Nc1ccc(cc1)[S](=O)(=O)Nc2ccc(cc2)[S](N)(=O)=O NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=CC=C2[N+]([O-])=O
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(C=C2)C#N CC1=C(C=CC(=C1)N)[S](=O)(=O)NC2=C(C=CC=C2)[N+]([O-])=O
NC1=CC=C(S(=O)(=O)NC2=C(C(=O)O)C=CC=C2)C=C1 CCC1=CC=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O
OC1=CC2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC=C(O)C(=C3)O)O OC1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC(=C(O)C=C3)O
Oc1ccc(c(O)c1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2 COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O)cc3O2
Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3C(O)=O CC(c1ccc(O)cc1)(c2ccc(O)cc2)c3ccc(O)cc3
Cc1cc(ccc1N)C(O)(c2ccc(N)cc2)c3ccc(N)cc3 CN(C)c1ccc(cc1)C(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C
OC(c1ccccc1)(c2ccccc2)c3ccccc3 O=C=Nc1ccc(cc1)C(c2ccc(cc2)N=C=O)c3ccc(cc3)N=C=O
N[S](=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1 S=C(Nc1ccccc1)Nc2ccccc2
[NH]1C=CC2=C1C=CC=C2 OC(=O)Cc1c[nH]c2ccccc12
CC(C)CC(N)C(=O)NC(CC1=CNC2=C1C=CC=C2)C(=O)O CC(=O)NC(CC1=CNC2=C1C=CC=C2)C(=O)O
NCCc1c[nH]c2ccc(O)cc12 CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O
NC(CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)O Cc1c[nH]c2ccccc12
CCc1cccc2c(CCO)c[nH]c12 OC(=O)CCCc1c[nH]c2ccccc12
CC(C)CC(NC(=O)C(N)CC1=CNC2=C1C=CC=C2)C(=O)O NCCC1=C[NH]C2=C1C=CC=C2
NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O CC(C)NCC(O)COc1cccc2[nH]ccc12
NC(CC1=CNC2=C1C=CC=C2)C(=O)O Brc1cc2c(CN(C)C)c[nH]c2cc1
Cn1c2ccccc2c(C(N)=O)c1C(N)=O COC1=CC2=C(C=C1)NC=C2CCNC(C)=O
Cc1ncc(CN)c(N)n1 CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C
CN(C)C1=C(C)N=C(Cl)N=C1 Nc1nc(N)c(N=O)c(N)n1
Cc1cc(N)nc(C)n1 CCOc1cc(O[P](=S)(OC)OC)nc(CC)n1
CSc1ncccn1 CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C
CN(C)c1cc(C)nc(Cl)n1 CCN(CC)c1nc(C)cc(O[P](=S)(OC)OC)n1
Cc1cc(C)nc(n1)C(N)=O CCCCc1c(C)nc(NCC)nc1O[S](=O)(=O)N(C)C
Cc1cc(C)nc(N)n1 CCCSc1nc(Cl)c(c(Cl)n1)[N+]([O-])=O
Clc1cc(Cl)ncn1 CCO[P](=S)(OC(C)C)Oc1cnc(nc1)C(C)(C)C
c1cncnc1 CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC
COC1OC(CO)C(O)C(O)C1O COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O
COC1CCCC(C)O1 CC1CCOC(C1)C=C(C)C
OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O CCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
OC1COC(O)C(O)C1O CC1(C)CCCC(C)(O1)C=C
CC(C)CC1CC(C)(O)CCO1 CCCCCCCC(=O)OC1C(O)C(O)OC(CO)C1O
CCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O CCCCCCCCSC1C(O)C(O)OC(CO)C1O
C1CCOCC1 CCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O
OCC1CCCCO1 CCCCCC1COCCC1OC(C)=O
OCC1OC(O)C(O)C(O)C1O CC(C)CC1CC(C)CCO1
OCC1OC(O[P](O)(O)=O)C(O)C(O)C1O CCCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O
[nH]1cnc2ccccc12 CCCSC1=CC2=C([NH]C(=N2)NC(=O)OC)C=C1
FC(F)(F)c1[nH]c2ccc(Cl)c(Cl)c2n1 COC(=O)NC1=NC2=CC=CC=C2[NH]1
Cc1[nH]c2ccccc2n1 CCCCNC(=O)[N]1C(=NC2=C1C=CC=C2)NC(=O)OC
CC1=CC(=O)c2ccccc2C1=O ClC(Cl)C(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O
O=C1C=CC(=O)C=C1 ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl
CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CC(O)C2O C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@H]2O
CC1CC(CCC1N)CC2CCC(N)C(C)C2 CCOC(=O)CC(NC1CCC(CC1)CC2CCC(CC2)NC(CC(=O)OCC)C(=O)OCC)C(=O)OCC
NC1CCC(CC1)CC2CCC(N)CC2 CCOC(=O)CC(NC1CCC(CC2CCC(NC(CC(=O)OCC)C(=O)OCC)C(C)C2)CC1C)C(=O)OCC
Nc1ccc(cc1)[S](=O)(=O)c2ccc(NCCO)cc2 Nc1cccc(c1)[S](=O)(=O)c2cccc(N)c2
NCCNC1=CC=C(S(=O)(=O)C2=CC=C(N)C=C2)C=C1 CC(=O)Nc1ccc(cc1)[S](=O)(=O)c2ccc(N)cc2
Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2 Cc1cc(ccc1N[S](=O)(=O)C(F)(F)F)[S](=O)(=O)c2ccccc2
Nc1ccc(N)c(c1)[S](=O)(=O)c2ccccc2C(O)=O Nc1ccc(cc1)[S](=O)(=O)c2ccc(Cl)cc2
O=S(=O)(C1=CC(O)=CC=C1)C1=CC(O)=CC=C1 CC(C)Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2 O=[S](=O)(c1ccccc1)c2ccccc2
O=S(=O)(C1=CC(O)=CC=C1)C1=C(O)C=CC=C1 Clc1ccc(cc1)[S](=O)(=O)c2ccc(Cl)cc2
Oc1ccccc1[S](=O)(=O)c2ccccc2O Clc1ccc(cc1)[S](=O)(=O)c2cc(Cl)c(Cl)cc2Cl
OCC1CCC(CO)O1 C=CC(=O)OCC1CCCO1
OCC1OC(O)(CO)C(O)C1O CN=C(NCC1CCOC1)N[N+]([O-])=O
CC1CCOC1 CC(=C)C(=O)OCC1CCCO1
O(CCC1)C1 CC(C)(O)C1CCC(C)(O1)C=C
OC1CCOC1 CCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O
CCC1CCC(O)O1 CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO
CC1CCC(C)O1 CCCCCCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O
OCC1CCCO1 CCCCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCCCC)[C@H]1OC[C@@H](O)[C@@H]1OC(=O)CCCCCCCCCCCCCCCCC
CC12CCC3(O)C(CCC4=CC(=O)CCC43C)C1CCC2=O C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3C(O)CC4=O CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 CC(=C)[C@H]1CC=C(C)C(=O)C1
CC1=CC(=O)CC(C)(C)C1 CC(=C)[C@@H]1CC=C(C)C(=O)C1
OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1 CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
Oc1ccccc1C(=O)Oc2ccccc2 Nc1ccc(c(O)c1)C(=O)Oc2ccccc2
c1ccccc1C(=O)Oc2ccccc2 O=C(OC1=CC=CC(=C1)N=C=S)C2=CC=CC=C2
CC(=O)Oc1ccccc1C(=O)Oc2ccccc2 CC(C)(C)c1ccc(OC(=O)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C
OC(=O)C1C(C(O)=O)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl C=CC1CC2CC1C=C2
COC(=O)[C@@H]1C2CC(C=C2)[C@@H]1C(=O)OC OCC1C(CO)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl
C1CC2CC1C=C2 CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl
CC1(C)CC(CC(C)(C)N1)N(CCCCCCN(C=O)C2CC(C)(C)NC(C)(C)C2)C=O CC1(C)CC(CC(C)(C)N1)NCCCCCCNC2CC(C)(C)NC(C)(C)C2
CC1OCCO1 CC(C)CC1OCCO1
C1COCO1 CC(C)CC1(C)OCC(CO)O1
CCOC(=O)CC1(C)OCCO1 CCOC(=O)CC1(C)OCC(C)O1
CCC1OCCO1 CCCCC(CC)C1OCCO1
CCOc1ccc2NC(C)(C)C=C(C)c2c1 CC1=CC(C)(C)Nc2ccccc12
COCc1oc(C=O)cc1 OC(=O)c1occ(Cl)c1Cl
NCc1occc1 OC(=O)/C=C/c1occc1
O1C=CC=C1 OC(=O)c1occ(Br)c1Br
OC(=O)c1occc1 o1c(N(=O)(=O))ccc1C=NO
Cc1oc(cc1C([O-])=O)[C@H](O)[C@H](O)[C@H](O)CO O/N=C/c1oc(cc1)[N+]([O-])=O
O=Cc1occc1 OC(=O)c1oc(Cl)c(Cl)c1Cl
Cc1occc1 OC(=O)c1oc(cc1)C(O)=O
OCc1occc1 S(Cc1oc(CN(C)C)cc1)CCN\C(NC)=C\N(=O)=O
OC(=O)C1=C(Br)C=CO1 CNC(/NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O
OC(=O)c1occ(Br)c1 CC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O
OC(=O)CNC(=O)c1occc1 NC(=O)N(CCO)/N=C/c1oc(cc1)[N+]([O-])=O
CC1=C(C(=O)O)C=C(C(O)C(O)C(O)CO)O1 CCOC(=O)C(NC=O)=Cc1cocc1
COCc1oc(cc1)[N+]([O-])=O CCCCCN(N=Cc1oc(cc1)[N+]([O-])=O)C(N)=O
[O-]C(=O)c1oc(Cl)cc1 C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N
Cc1oc(cc1)C(O)=O CCN(/N=C/c1oc(cc1)[N+]([O-])=O)C(N)=O
OC(=O)C1=CC=C(Cl)O1 NC(=O)N/N=C/C1=CC=C(O1)[N+]([O-])=O
Brc1oc(C=O)cc1 CCCCC(O)CN(\N=C/c1oc(cc1)[N+]([O-])=O)C(N)=O
Nc1ccc(O[P](=S)(Oc2ccc(N)cc2)Oc3ccc(N)cc3)cc1 O=C=Nc1ccc(O[P](=S)(Oc2ccc(cc2)N=C=O)Oc3ccc(cc3)N=C=O)cc1
[O-][N+](=O)c1ccc(O[P](=S)(Oc2ccc(cc2)[N+]([O-])=O)Oc3ccc(cc3)[N+]([O-])=O)cc1 S=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3
O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3cccc(O[P](=O)(Oc4ccccc4)Oc5ccccc5)c3 Cc1cccc(C)c1O[P](=O)(Oc2cccc(O[P](=O)(Oc3c(C)cccc3C)Oc4c(C)cccc4C)c2)Oc5c(C)cccc5C
CC(C(O)=O)C1=CC2=C(C=C1)C3=C([NH]2)C=CC(=C3)Cl CCn1c2ccccc2c3ccccc13
Oc1cc(cc2ccc(Nc3ccccc3)cc12)[S](O)(=O)=O N(c1ccccc1)c2ccc3ccccc3c2
CC(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)c4ccccc4)cc2 CC(C)(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)(C)c4ccccc4)cc2
CC(C)(C)c1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc1 CC(C)c1ccc(O[P](=O)(Oc2ccc(cc2)C(C)C)Oc3ccc(cc3)C(C)C)cc1
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=C(C=C3)[N+](=O)[O-] Cc1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc1
CC(C)c1ccccc1O[P](=O)(Oc2ccccc2)Oc3ccccc3 Cc1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3C)cc1
O=[P](OC1=CC=CC=C1)(OC2=CC=CC=C2)OC3=CC=CC=C3 O=P(Oc1ccc(O)cc1C)(Oc2cc(O)ccc2C)Oc3c(O)cccc3C
Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1 Cc1cc(C)cc(O[P](=O)(Oc2cc(C)cc(C)c2)Oc3cc(C)cc(C)c3)c1
COC(=O)c1cc(cc(c1)C(=O)OC)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2 CC(=O)C(N=Nc1ccccc1C(F)(F)F)C(=O)Nc2ccc3NC(=O)Nc3c2
COC(=O)c1ccc(C(=O)OC)c(c1)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2 CC(=O)C(N=Nc1ccc(cc1)[N+]([O-])=O)C(=O)Nc2ccc3NC(=O)Nc3c2
Cc1ccc(N\N=C2/C(=O)C=Cc3ccccc23)c(C)c1 COc1ccc(N\N=C2/C(=O)C=Cc3ccccc23)c(c1)[N+]([O-])=O
Cc1ccc(cc1)C(=O)OOC(=O)c2ccc(C)cc2 Clc1ccc(c(Cl)c1)C(=O)OOC(=O)c2ccc(Cl)cc2Cl
Cc1cc(Cc2cc(C)cc(C3CCCCC3)c2O)c(O)c(c1)C4CCCCC4 Cc1cc(Cc2cc(C)cc(c2O)C3(C)CCCCC3)c(O)c(c1)C4(C)CCCCC4
O=C(CC(=O)c1ccccc1)c2ccccc2 COc1ccc(cc1)C(=O)CC(=O)c2ccc(cc2)C(C)(C)C
O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4 O=C1N(C[C@@H]2CO2)C(=O)N(C[C@@H]3CO3)C(=O)N1C[C@@H]4CO4
COCCCN1C(=O)c2c(N)c3C(=O)c4ccccc4C(=O)c3c(N)c2C1=O COCCOCCCN1C(=O)c2c(N)c3C(=O)c4ccccc4C(=O)c3c(N)c2C1=O
C[S](=O)(=O)Oc1ccc(Nc2ccc(O)c3C(=O)c4ccccc4C(=O)c23)cc1 Oc1ccc(Nc2ccccc2)c3C(=O)c4c(c(O)ccc4[N+]([O-])=O)C(=O)c13
Oc1ccc(C2CCCCC2)c(O)c1 Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C2CCCCC2
Oc1ccc(cc1)C2CCCCC2 C1CCC(CC1)c2ccccc2
CC(C)(c1ccc(OCC2CO2)cc1)c3ccc(OCC4CO4)cc3 CC(C)(c1cc(Br)c(OCC2CO2)c(Br)c1)c3cc(Br)c(OCC4CO4)c(Br)c3
CC(C)(C)c1ccc(O[P@]2OC[C@]3(CO2)CO[P@](OC3)Oc4ccc(cc4C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C Cc1cc(c(OP2OCC3(CO2)COP(OC3)Oc4c(cc(C)cc4C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C)C(C)(C)C
CC(=O)c1cc(Nc2nc(Nc3cc(C(C)=O)c(N)c4C(=O)c5ccccc5C(=O)c34)nc(n2)c6ccccc6)c7C(=O)c8ccccc8C(=O)c7c1N O=C1c2ccccc2C(=O)c3c(Nc4nc(Nc5cccc6C(=O)c7ccccc7C(=O)c56)nc(n4)c8ccccc8)cccc13
N#Cc1ccccc1/C=C/c2ccc(cc2)/C=C/c3ccccc3C#N N#Cc1ccc(C=Cc2ccc(cc2)C=Cc3cccc(c3)C#N)cc1
[O-][N+](=O)c1cc2c3ccccc3C(=O)c4ccc5c6ccc7C(=O)c8ccccc8c9ccc(c6c79)c1c5c24 COc1cc2c3ccccc3C(=O)c4ccc5c6ccc7C(=O)c8ccccc8c9cc(OC)c(c1c5c24)c6c79
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(OC(C)=O)c(C)c(C)c2O1 CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2cc(O)c(C)c(C)c2O1
CCOC(=O)C(CC(O)=O)=C(c1ccccc1)c2ccccc2 CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c2ccccc2
C=C(c1ccccc1)c2ccccc2 Clc1ccc(cc1)C(=C(Cl)Cl)c2ccc(Cl)cc2
Clc1ccc(cc1)C(=C(Cl)Cl)c2ccccc2Cl CCOC(=O)C(C#N)=C(c1ccccc1)c2ccccc2
Cc1[nH]ncc1 Cc1[nH]nc(C)c1
[nH]1cccn1 [O-][N+](=O)c1[nH]ncc1
CC(C)n1nc(C)cc1OC(=O)N(C)C CCO[P](=O)(OCC)Oc1cc(C)[nH]n1
CC1(C)N(CO)C(=O)NC1=O O=C1CNC(=O)N1
CC1(C)NC(=O)NC1=O NC(=O)NC1NC(=O)NC1=O
CCC1NC(=O)NC1(=O) CC1(C)N(Cl)C(=O)N(Cl)C1=O
O=C1CCO1 CC[C@H]1[C@H](C)OC1=O
CNCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1 CO/N=C(C(=O)OC)/C1=C(COC2=C(C)C=CC=C2)C=CC=C1
CCC1(CO)COCOC1 CCC1(COCOC1)COC(=O)C=C
CC1CC(OC(C)O1)OC(C)=O CCCCC1OC(C)CC(C)(C)O1
O=C1CCCCCN1 C=CN1CCCCCC1=O
CN1C(=O)N(C)c2ncn(CCCO)c2C1=O CCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
CCC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C CN1C(=O)N(C)c2nc(Cl)[nH]c2C1=O
CN1C(=O)N(C)C2=C([N](CO)C=N2)C1=O CCCC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
CCn1cnc2N(C)C(=O)N(C)C(=O)c12 CCc1nc2N(C)C(=O)N(C)C(=O)c2n1C
CCN1C(=O)N(C)c2ncn(C)c2C1=O CCCCN1C(=O)N(C)c2ncn(C)c2C1=O
Cn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12 CCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
C[N]1C=NC2=C1C(=O)N(C)C(=O)N2C CCCCn1cnc2N(C)C(=O)N(C)C(=O)c12
CC(O)Cn1cnc2N(C)C(=O)N(C)C(=O)c12 CN1C(=O)N(C)C2=C([N](COC(C)=O)C=N2)C1=O
CCCn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12 CCOC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
CN(CCO)c1nc2N(C)C(=O)N(C)C(=O)c2n1C CCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
CCC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C CCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
CCCN1C(=O)N(C)c2ncn(C)c2C1=O CCCCC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
CN1C(=O)N(C)c2nc[nH]c2C1=O CN1C(=O)N(C)C2=C([N](COC(=O)C(C)(C)C)C=N2)C1=O
Cn1cnc2N(C)C(=O)N(CC([O-])=O)C(=O)c12 CCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
CN1C(=O)N(C)C2=C([N](C=N2)C(C)=O)C1=O CCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
CCN(CC)C(=O)CCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C CCCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
CN1C(=O)N(C)c2nc(C)n(C)c2C1=O Cn1cnc2N(C)C(=O)NC(=O)c12
O=C(N(C(=O)C(N(C=N1)CC(O)CO)=C12)C)N2C CCCCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
COC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C CCCCCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
[nH]1cncn1 CCOC(=O)CSc1nc(nn1C(=O)N(C)C)C(C)(C)C
Nc1[nH]ncn1 CCO[P](=S)(OCC)Oc1nn(C(C)C)c(Cl)n1
Cc1[nH]cnc1[S](O)(=O)=O C[N]1C(=NC=C1[N+]([O-])=O)C
Cn1cncc1C[C@H](N)C(O)=O CC1=NC=C(N1CCO)[N+](=O)[O-]
O[S](=O)(=O)C1=NC=C[NH]1 CC(C)C1=NC=C([N]1C)[N+]([O-])=O
Cc1[nH]cnc1CO CC1=NC=C([N]1CCO[P](O)(O)=O)[N+]([O-])=O
CN1C=NC=C1CC(N)C(=O)O CN=C(NCCSCc1nc[nH]c1C)NC#N
Cc1[nH]ccn1 CC1=NC=C([NH]1)[N+]([O-])=O
Cn1ccnc1 Cc1nc(Br)[nH]c1[N+]([O-])=O
O[S](=O)(=O)c1c[nH]cn1 Cn1c(COC(N)=O)ncc1[N+]([O-])=O
CC(C)C1=NC(=C[NH]1)[N+]([O-])=O O=C(O)C=CC(N=CN1)=C1
CC(C)Cc1[nH]ccn1 OC(=O)/C=C/c1[nH]cnc1
CC(O)C[N]1C(=NC=C1[N+]([O-])=O)C CCCCc1[nH]c(Cl)c(C=O)n1
NC(Cc1[nH]cnc1)C(O)=O OC(=O)c1[nH]cnc1C(O)=O
[nH]1ccnc1 CCCCCCCCCCCCCCCCCc1[nH]ccn1
CCCCNC1CC(C)(C)NC(C)(C)C1 CC[C@@H]1CCCCN1
OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O CC(=O)CC1CCCCN1
NC(=O)C1CCCC(N1)C(N)=O OC(=O)C1CCNCC1C(O)=O
N(CCCC1)(C1)C CCC[C@H]1CCCCN1
O=NN1CCCCC1 CCCC1CCCNC1
CC1(C)CC(O)CC(C)(C)N1[O] CCN1CCCCC1
C1CCNCC1 N(C(CCC1)CC)C1
CC1(C)CC(O)CC(C)(C)N1 CCCCCCCCCCN1CCCCC1
CN(C)CCCNC1CC(C)(C)NC(C)(C)C1 CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C
CC(=O)C1CC(CC(O)=O)C1(C)C FC1(F)C(F)(F)C(F)(F)C1(F)F
O=C1CCCN1 CN1CC(CC1=O)C(O)=O
CCN1CCCC1=O CCCCCCN1CC(CC1=O)C(=O)OC
COC(=O)C1CN(C)C(=O)C1 CCCCCCCCN1CCCC1=O
O=NN1CCCC1=O CCCCCCCCCCCCN1CC(CC1=O)C(O)=O
OC(=O)C1CCC(=O)N1 CCCCCCCCCCCCN1CCCC1=O
CN1C=CC(=O)NC1=O O=C1NC=C(NS(=O)(=O)O)C(=O)N1
CC(=O)N1C(=O)NC=C(F)C1=O CC(=O)OCN1C=C(F)C(=O)N(COC(C)=O)C1=O
CN1C(=O)C=C(N)N(CC(C)=C)C1=O CCCNC(=O)N1C=C(F)C(=O)NC1=O
FC1=CNC(=O)NC1=O CC(C)COC(=O)N1C=C(F)C(=O)NC1=O
CC(=O)OCN1C=C(F)C(=O)NC1=O FC1=CN(C(=O)NC1=O)C(=O)OCCCl
CCC(=O)OCN1C(=O)NC=C(F)C1=O C1(=O)NC(=O)NC(C(=O)O)=C1
CCC(=O)N1C(=O)NC=C(F)C1=O OC(=O)C1=CNC(=O)NC1=O
CCC(=O)OCN1C=C(F)C(=O)NC1=O CCC1=CNC(=O)NC1=O
CN1C(=C(NC=O)C(=O)N(C)C1=O)N CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O
CC(=O)N1C=C(F)C(=O)NC1=O CN1C=C(C(=O)NC1=O)[N+]([O-])=O
CCCC(=O)OCN1C(=O)NC=C(F)C1=O CC(C)(C)C(=O)OCN1C=C(F)C(=O)NC1=O
COC(=O)N1C=C(F)C(=O)NC1=O CC(C)N1C(=O)NC(=C(Br)C1=O)C
CCOC(=O)N1C(=O)NC=C(F)C1=O CCCCCC(=O)OCN1C(=O)NC=C(F)C1=O
CCCC(=O)N1C(=O)NC=C(F)C1=O CCNC(=O)N1C=C(F)C(=O)NC1=O
CC1=CC(=O)NC(=O)N1 CCCCCCOC(=O)N1C=C(F)C(=O)NC1=O
CCCC(=O)OCN1C=C(F)C(=O)NC1=O CNC(=O)N1C=C(F)C(=O)NC1=O
CN1C(=CC(=O)N(C)C1=O)N CCCCC(=O)N1C(=O)NC=C(F)C1=O
CCOC(=O)OCN1C(=O)NC=C(F)C1=O CC1=C(CC(=O)O)C(=O)NC(=O)N1
CC1=CNC(=O)NC1=O BrC1=CNC(=O)NC1=O
CC(=O)OCN1C(=O)NC=C(F)C1=O NC1=CNC(=O)NC1=O
C1=CC(=O)NC(=O)N1 CCCCNC(=O)N1C=C(F)C(=O)NC1=O
CCOC(=O)N1C=C(F)C(=O)NC1=O CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C
CCCCOC(=O)N1C=C(F)C(=O)NC1=O CCC(C)N1C(=O)NC(=C(Br)C1=O)C
CCCCC(=O)OCN1C(=O)NC=C(F)C1=O CCCCCCCC(=O)OCN1C(=O)NC=C(F)C1=O
CN(C)C(=O)N1C=C(F)C(=O)NC1=O CC(C)(C)C(=O)OCN1C=C(F)C(=O)N(COC(=O)C(C)(C)C)C1=O
OC(=O)CC1=CNC(=O)NC1=O CCCCCCCCNC(=O)N1C=C(F)C(=O)NC1=O
NC1=CC(=O)N=C(N)N1 CCCCC1=C(C)NC(=NC1=O)N(C)C
